@ Codigo CNO-11: 1111,"MIEMBROS DEL PODER EJECUTIVO (NACIONAL, AUTONOMICO Y LOCAL) Y DEL PODER LEGISLATIVO",,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  84: Administracion Publica y defensa; Seguridad Social obligatoria",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Presidentes del Gobierno
-  Ministros del gobierno
-  Diputados al Parlamento
Columna cervical,,X,,,,Atencion al publico,,,X,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,X,,,,,Atencion/complejidad,,,X,
Codo,X,,,,,Apremio,,,X,
Mano,X,,,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,,X,,,,Audicion,,X,,
Trabajo de precision,X,,,,,Voz,,,X,
Sedestacion,,X,,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,,X,,,,Profunda,X,,,
Dinamica,,X,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
"Nota: si precisa conduccion, el campo visual sera grado 3",,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No se objetivan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Manejo de vehiculos para desplazamientos ordinarios
- Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
- Posibilidad de  horarios amplios e irregulares",,,,,,,,,,
@ Codigo CNO-11:  2711,ANALISTAS DE SISTEMAS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Ingenieros informaticos de sistemas
-  Analistas de sistemas
-  Consultores de sistemas",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2723: Analistas de comunicaciones informaticas
- 2723: Analistas de redes informaticas
- 2722: Administradores de sistemas
- 2721: Analistas de bases de datos",,,,,,,,
"REFERENCIAS:
Cualificacion profesional (CNCP): no existe
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los analistas de sistemas investigan, analizan y evaluan requisitos, procedimientos y problemas de clientes en  relacion  con  la  tecnologia  de  la  informacion,  y  aplican  propuestas,  recomendaciones  y  planes  para mejorar los sistemas de informacion existentes o futuros.
Entre sus tareas se incluyen:
-  consultar con los usuarios para formular y documentar requisitos, y con la direccion para garantizar la conformidad con los principios de los sistemas;
-  identificar y analizar procesos, procedimientos y practicas de trabajo;
-  identificar  y  evaluar  ineficiencias  y  recomendar  practicas  de  gestion  optimas,  asi  como  la  mejor funcionalidad y comportamiento de los sistemas;
-  encargarse  de  la  aplicacion  de  soluciones  funcionales,  como  la  creacion,  adopcion  y  ejecucion  de planes de prueba de sistemas;
-  formular especificaciones funcionales para su uso por desarrolladores de sistemas;
-  expandir o modificar sistemas para mejorar flujos de trabajo o atender nuevos fines;
-  coordinar y vincular los sistemas informaticos de una organizacion para elevar su compatibilidad.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2711,ANALISTAS DE SISTEMAS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2712,ANALISTAS Y DISENADORES DE SOFTWARE,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Analistas programadores
-  Analistas de aplicaciones
-  Ingenieros de aplicaciones",,"OCUPACIONES AFINES NO INCLUIDAS:
- 3820: Programadores de aplicaciones
- 3820: Programadores informaticos
- 3820: Programadores de software",,,,,,,,
"REFERENCIAS:
Cualificacion profesional (CNCP): no existe
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los analistas y disenadores de software investigan, analizan y evaluan las necesidades de aplicaciones de software  y  de  sistemas  operativos  existentes  o  nuevos,  y  disenan,  desarrollan,  prueban  y  mantienen soluciones de software para atenderlas.
Entre sus tareas se incluyen:
-  investigar,  analizar  y  evaluar  las  necesidades  existentes  en  materia  de  aplicaciones  de  software  y sistemas operativos;
-  investigar, disenar y desarrollar sistemas de aplicaciones de software;
-  consultar con el personal de ingenieria para evaluar la interfaz entre los equipos y el software;
-  desarrollar y orientar procedimientos de prueba y validacion de software;
-  modificar  el  software  existente  para  corregir  errores,  adaptarlo  a  nuevos  equipos,  o  actualizar  las interfaces y mejorar el rendimiento;
-  orientar la programacion de software y el desarrollo de la documentacion;
-  evaluar,  desarrollar,  optimizar  y  documentar  los  procedimientos  de  mantenimiento  de  los  sistemas operativos, los entornos de comunicaciones y el software de aplicaciones;
-  consultar con clientes sobre el mantenimiento del sistema de software.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2712,ANALISTAS Y DISENADORES DE SOFTWARE,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2713,"ANALISTAS, PROGRAMADORES Y DISENADORES WEB Y MULTIMEDIA",,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Desarrolladores de Internet/intranets/sitios Web
-  Programadores de animacion multimedia
-  Programadores de juegos de ordenador",,"OCUPACIONES AFINES NO INCLUIDAS:
- 3814: Administradores de sitios Web
- 2484: Disenadores de sitios Web
- 3814: Tecnicos de sitios Web",,,,,,,,
"REFERENCIAS:
Cualificacion  profesional  (CNCP):  desarrollo  de  aplicaciones  con  tecnologias  web:  RD  1087/05,  BOE 05/10/05; IFC154_3
Permisos administrativos: no requiere actividad especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los  analistas,  programadores  y  disenadores  Web  y  multimedia  combinan  conocimientos  tecnicos  y  de diseno para investigar, analizar, evaluar, disenar, programar y modificar sitios de Internet y aplicaciones en las que se unen texto, graficos, animaciones, imagenes, sonido y presentaciones de video, asi como otros medios interactivos.
Entre sus tareas se incluyen:
-  analizar, disenar y desarrollar sitios de Internet, aplicando una combinacion de capacidades artisticas y creatividad con el conocimiento de la programacion de software, los lenguajes de scripting y la interfaz con entornos operativos;
-  disenar y desarrollar animaciones digitales, imagenes, presentaciones, juegos, secuencias de sonido y de  video,  y  aplicaciones  de  Internet,  utilizando  herramientas,  utilidades  y  software  multimedia, graficos interactivos y lenguajes de programacion;
-  comunicarse con especialistas en redes sobre cuestiones relacionadas con Internet, como la seguridad y  el  alojamiento  de  sitios  Web,  controlar  y  aplicar  medidas  de  seguridad  de  servidores  Web  y  de Internet, la asignacion de espacios,
-  el acceso de usuarios, la continuidad del funcionamiento, los medios de respaldo de los sitios Web y la planificacion de la recuperacion en caso de catastrofe;
-  disenar, desarrollar e integrar codigo informatico con otros elementos especializados, como archivos de imagenes y de sonido y lenguajes de scripting, con el fin de producir, mantener y sostener sitios Web;
-  asistir en el analisis, la especificacion y la formulacion de estrategias de Internet, metodologias basadas en el uso de sitios Web y planes de desarrollo.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2713,"ANALISTAS, PROGRAMADORES Y DISENADORES WEB Y MULTIMEDIA",,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,,X
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2719,ANALISTAS Y DISENADORES DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS BAJO OTROS EPIGRAFES,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Analistas de calidad de sistemas informaticos
-  Auditores asesores informaticos",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificacion profesional (CNCP): no existe
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
En este grupo primario figuran los desarrolladores de software y aplicaciones y los analistas no clasificados bajo otros epigrafes en el subgrupo 271, Analistas y disenadores de software y multimedia. Por ejemplo, han de clasificarse aqui los profesionales especializados en aseguramiento de la calidad, incluida la prueba de software.
Entre sus tareas se incluyen:
-  formular y documentar planes de prueba de software;
-  instalar software y equipos, y configurar el software de sistemas operativos como preparacion para la realizacion de pruebas;
-  verificar  que  los  programas  funcionan  con  arreglo  a  los  requisitos  de  los  usuarios  y  a  las  directrices establecidas;
-  aplicar, analizar y documentar los resultados de las pruebas de aplicaciones de software y de sistemas de telecomunicaciones;
-  formular  y  ejecutar  las  politicas,  los  procedimientos  y  los  guiones  de  las  pruebas  de  software  y  de sistemas de informacion.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2719,ANALISTAS Y DISENADORES DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS BAJO OTROS EPIGRAFES,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2721,DISENADORES Y ADMINISTRADORES DE BASES DE DATOS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Disenadores de bases de datos
-  Administradores de bases de datos
-  Analistas de bases de datos",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2722: Administradores de sistemas informaticos
- 2722: Administradores de redes
- 3814: Administradores de sitios web",,,,,,,,
"REFERENCIAS:
Cualificacion  profesional  (CNCP):  administracion  de  bases  de  datos:  RD  295/04,  BOE  09/03/04;  RD 1087/05, BOE 05/10/05; IFC079_3
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los disenadores y administradores de bases de datos disenan, desarrollan, controlan, mantienen y apoyan la seguridad y el rendimiento optimos de las bases de datos.
Entre sus tareas se incluyen:
-  disenar  y  desarrollar  la  arquitectura  de  bases  de  datos,  las  estructuras  de  datos,  las  tablas,  los diccionarios y las convenciones de denominacion para los proyectos de sistemas de informacion;
-  disenar, construir, modificar, integrar, ejecutar y probar sistemas de gestion de bases de datos;
-  efectuar   investigaciones   y   prestar   asesoramiento   sobre   la   seleccion,   aplicacion   y   ejecucion   de herramientas de gestion de bases de datos;
-  elaborar y aplicar las politicas, la documentacion, las normas y los modelos de administracion de datos;
-  elaborar politicas y procedimientos para el acceso a bases de datos y el uso de estas, asi como para la generacion de copias de seguridad y la recuperacion de datos;
-  ocuparse  del  establecimiento  operativo  y  del  mantenimiento  preventivo  de  copias  de  seguridad  y procedimientos de recuperacion, y aplicar controles de seguridad e integridad.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2721,DISENADORES Y ADMINISTRADORES DE BASES DE DATOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2722,ADMINISTRADORES DE SISTEMAS Y REDES,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Administradores de sistemas informaticos
-  Administradores de redes",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2721: Administradores de bases de datos
- 3814: Administradores de sitios Web",,,,,,,,
"REFERENCIAS:
Cualificacion  profesional  (CNCP):  administracion  y  diseno  de  redes  departamentales:  RD  295/04,  BOE 09/03/04; IFC081_3. Gestion de sistemas informaticos: RD 1087/05, BOE 05/10/05; IFC152_3
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los administradores de sistemas y redes desarrollan, controlan, mantienen y sostienen el rendimiento y la seguridad optimos de los sistemas de tecnologia de la informacion.
Entre sus tareas se incluyen:
-  mantener  y  administrar  redes  de  ordenadores  y  entornos  informaticos  afines,  incluidos  equipos, software de sistemas y de aplicaciones y configuraciones de toda indole;
-  recomendar cambios para mejorar sistemas y configuraciones de red, y determinar los requisitos de equipo o de software relacionados con tales cambios;
-  diagnosticar problemas de equipo o de software;
-  realizar copias de seguridad de datos y operaciones de recuperacion en caso de catastrofe;
-  operar consolas centrales para seguir el rendimiento de sistemas y redes informaticos, y coordinar el acceso y el uso de estas redes.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2722,ADMINISTRADORES DE SISTEMAS Y REDES,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2723,ANALISTAS DE REDES INFORMATICAS,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Analistas de comunicaciones informaticas
-  Ingenieros informaticos en redes",,"OCUPACIONES AFINES NO INCLUIDAS:
- 2711: Analistas de sistemas
- 2722: Administradores de redes
- 2443: Ingenieros en telecomunicaciones
- 3813: Tecnicos de redes informaticas",,,,,,,,
"REFERENCIAS:
Cualificacion profesional (CNCP): no existe
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los analistas de redes informaticas investigan, analizan, disenan,  prueban y recomiendan estrategias en materia  de  arquitectura  y  desarrollo  de  redes;  ejecutan,  gestionan,  mantienen  y  configuran  equipos  y software  de  redes,  y  se  ocupan  de  tareas  de  seguimiento,  solucion  de  problemas  y  optimizacion  del rendimiento.
Entre sus tareas se incluyen:
-  analizar,  desarrollar,  interpretara  y  evaluar  especificaciones  de  arquitectura  y  de  diseno  de  sistemas complejos, modelos de datos y diagramas en el desarrollo, la configuracion y la integracion de sistemas informaticos;
-  investigar,  analizar,  evaluar  y  supervisar  la  infraestructura  de  las  redes  con  el  fin  de  garantizar  que estas se configuran para funcionar con un rendimiento optimo;
-  evaluar  y  recomendar  mejoras  en  las  operaciones  de  red  y  los  equipos  integrados,  el  software,  las comunicaciones y los sistemas operativos;
-  aplicar destrezas especializadas en el tratamiento y la resolucion de los problemas y las emergencias que afecten a las redes;
-  instalar, configurar, probar, mantener y administrar redes nuevas y actualizadas, aplicaciones de bases de datos de software, servidores y terminales;
-  preparar  y  mantener  procedimientos  y  documentacion  para  el  inventario  de  redes,  y  registrar diagnosticos y resoluciones de averias, mejoras y modificaciones de las redes, asi como instrucciones de mantenimiento;
-  ocuparse del seguimiento del trafico de las redes, asi como de su actividad, capacidad y uso, con el fin de garantizar su integridad continuada y un rendimiento optimo de las mismas.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera especifica",,,,,,,,,,
Codigo CNO-11:  2723,ANALISTAS DE REDES INFORMATICAS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga fisica,X,,,,,Carga mental,,,,
Carga biomecanica,,,,,,Comunicacion,,,X,
Columna cervical,,X,,,,Atencion al publico,,X,,
Columna dorsolumbar,,X,,,,Toma de decisiones,,,X,
Hombro,,X,,,,Atencion/complejidad,,,X,
Codo,,X,,,,Apremio,,X,,
Mano,,,X,,,Dependencia,,X,,
Cadera,X,,,,,Vision,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audicion,,X,,
Trabajo de precision,,X,,,,Voz,,X,,
Sedestacion,,,X,,,Sensibilidad,,,,
Bipedestacion,,,,,,Superficial,,X,,
Estatica,X,,,,,Profunda,X,,,
Dinamica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
,,,,,,,,,,
POSIBLES RIESGOS  Y CIRCUNSTANCIAS ESPECIFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
-  Exposicion a radiaciones no ionizantes
-  Exposicion a ambientes termicos o luminicos inadecuados",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
-  Utilizacion de pantallas de visualizacion de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECIFICAS DEL MEDIO LABORAL:
-  No constan",,,,,,,,,,
@ Codigo CNO-11:  2729,ESPECIALISTAS EN BASES DE DATOS Y EN REDES INFORMATICAS NO CLASIFICADOS BAJO OTROS EPIGRAFES,,,,,,,,,
"GPR:
F; G; J","SECTOR DE ACTIVIDAD (CNAE):
?  62:  Programacion,  consultoria  y  otras  actividades  relacionadas  con  la informatica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Especialistas en seguridad de las TIC
-  Forenses en TIC
-  Explotadores de bases de datos
-  Ingenieros informaticos (seguridad en la red)",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificacion profesional (CNCP):  seguridad informatica: RD 1087/05, BOE 05/10/05; IFC153_3
Permisos administrativos: no requiere certificacion especifica",,,,,,,,,,
